Gene_Id	Gene_desc	Box
Tb927.3.2310	parkin coregulated gene protein	<input id="checkbox_Tb927.3.2310" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.2310">
Tb927.10.10380	ATP-dependent DEAD/H RNA helicase  putative	<input id="checkbox_Tb927.10.10380" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.10380">
Tb927.10.2220	PIWI-like protein	<input id="checkbox_Tb927.10.2220" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.2220">
Tb927.11.4050	hypothetical protein  conserved	<input id="checkbox_Tb927.11.4050" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.4050">
Tb927.8.6010	Heme Response-1 protein  putative	<input id="checkbox_Tb927.8.6010" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.6010">
Tb927.10.710	hypothetical protein  conserved	<input id="checkbox_Tb927.10.710" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.710">
Tb927.10.10170	pre-mRNA splicing factor 46  putative	<input id="checkbox_Tb927.10.10170" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.10170">
Tb11.v5.0364	hypothetical protein  conserved	<input id="checkbox_Tb11.v5.0364" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0364">
Tb927.3.2260	Mitochondrial SSU ribosomal protein  putative	<input id="checkbox_Tb927.3.2260" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.2260">
Tb927.8.2020	agmatinase  putative	<input id="checkbox_Tb927.8.2020" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.2020">
Tb927.9.13250	NADPH--cytochrome P450 reductase  putative	<input id="checkbox_Tb927.9.13250" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.13250">
Tb927.5.4600	expression site-associated gene 3 (ESAG3) protein  putative	<input id="checkbox_Tb927.5.4600" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.4600">
Tb927.5.2540	Organic solute transport protein 1  putative	<input id="checkbox_Tb927.5.2540" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.2540">
Tb927.11.19410	variant surface glycoprotein (VSG)  putative	<input id="checkbox_Tb927.11.19410" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.19410">
Tb927.11.780	hypothetical protein  conserved	<input id="checkbox_Tb927.11.780" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.780">
Tb927.10.16350	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.10.16350" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.16350">
Tb927.6.2180	Mitochondrial SSU ribosomal protein  putative	<input id="checkbox_Tb927.6.2180" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.2180">
Tb927.10.3750	Endonuclease/Exonuclease/phosphatase family  putative	<input id="checkbox_Tb927.10.3750" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.3750">
Tb927.9.4310	tricarboxylate carrier  putative	<input id="checkbox_Tb927.9.4310" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.4310">
Tb927.8.500	hypothetical protein	<input id="checkbox_Tb927.8.500" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.500">
Tb927.8.2170	hypothetical protein  conserved	<input id="checkbox_Tb927.8.2170" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.2170">
Tb927.2.2900	ARP2/3 complex subunit  putative	<input id="checkbox_Tb927.2.2900" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.2900">
Tb927.11.12090	endonuclease III  putative	<input id="checkbox_Tb927.11.12090" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.12090">
Tb927.9.2853	hypothetical protein  conserved	<input id="checkbox_Tb927.9.2853" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.2853">
Tb927.3.580	leucine-rich repeat protein (LRRP)  putative	<input id="checkbox_Tb927.3.580" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.580">
Tb927.11.4400	hypothetical protein  conserved	<input id="checkbox_Tb927.11.4400" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.4400">
Tb927.3.1380	ATP synthase subunit beta  mitochondrial	<input id="checkbox_Tb927.3.1380" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.1380">
Tb927.10.14010	tubulin cofactor C domain-containing protein RP2	<input id="checkbox_Tb927.10.14010" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.14010">
Tb927.9.6720	Putative methyltransferase  putative	<input id="checkbox_Tb927.9.6720" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.6720">
Tb927.11.7580	hypothetical protein  conserved	<input id="checkbox_Tb927.11.7580" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.7580">
Tb09.v4.0199	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb09.v4.0199" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0199">
Tb927.5.780	hypothetical protein  conserved	<input id="checkbox_Tb927.5.780" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.780">
Tb927.11.7670	Cornifin (SPRR) family  putative	<input id="checkbox_Tb927.11.7670" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.7670">
Tb927.11.17960	variant surface glycoprotein (VSG)  degenerate	<input id="checkbox_Tb927.11.17960" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.17960">
Tb927.9.12110	6-phosphogluconate dehydrogenase  decarboxylating	<input id="checkbox_Tb927.9.12110" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.12110">
Tb927.8.1210	hypothetical protein  conserved	<input id="checkbox_Tb927.8.1210" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.1210">
Tb927.7.5560	glucosamine-fructose-6-phosphate aminotransferase  putative	<input id="checkbox_Tb927.7.5560" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.5560">
Tb10.v4.0050	hypothetical protein	<input id="checkbox_Tb10.v4.0050" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb10.v4.0050">
Tb927.2.4870	kinetoplastid-specific dual specificity phosphatase  putative	<input id="checkbox_Tb927.2.4870" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.4870">
Tb11.v5.0612	MYND finger  putative	<input id="checkbox_Tb11.v5.0612" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0612">
Tb927.11.1500	leucine-rich repeat protein (LRRP)  putative  (fragment)	<input id="checkbox_Tb927.11.1500" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.1500">
Tb11.v5.0965	ATP-dependent DEAH-box RNA helicase  putative	<input id="checkbox_Tb11.v5.0965" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0965">
Tb927.10.7620	mitochondrial ATP-dependent zinc metallopeptidase  putative	<input id="checkbox_Tb927.10.7620" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.7620">
Tb927.7.4050	hypothetical protein  conserved	<input id="checkbox_Tb927.7.4050" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.4050">
Tb927.11.15830	RNA methyltransferase  putative	<input id="checkbox_Tb927.11.15830" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.15830">
Tb927.9.16900	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.9.16900" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.16900">
Tb927.11.14420	hypothetical protein  conserved	<input id="checkbox_Tb927.11.14420" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.14420">
Tb927.3.730	hypothetical protein  conserved	<input id="checkbox_Tb927.3.730" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.730">
Tb927.10.8080	Uncharacterized conserved protein (DUF2042)  putative	<input id="checkbox_Tb927.10.8080" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.8080">
Tb927.4.500	FHA domain containing protein  putative	<input id="checkbox_Tb927.4.500" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.500">
Tb927.9.13070	Heat shock factor binding 1 domain-containing protein	<input id="checkbox_Tb927.9.13070" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.13070">
Tb927.11.11660	conserved protein	<input id="checkbox_Tb927.11.11660" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.11660">
Tb927.7.1530	2OG-Fe(II) oxygenase superfamily  putative	<input id="checkbox_Tb927.7.1530" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.1530">
Tb927.11.1260	copper-transporting ATPase-like protein  putative	<input id="checkbox_Tb927.11.1260" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.1260">
Tb11.0820	retrotransposon hot spot protein 4 (RHS4  pseudogene)  putative	<input id="checkbox_Tb11.0820" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.0820">
Tb927.7.1670	Eukaryotic translation initiation factor 4E type 6	<input id="checkbox_Tb927.7.1670" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.1670">
Tb927.4.2265	hypothetical protein	<input id="checkbox_Tb927.4.2265" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.2265">
Tb927.8.8350	Kinesin-13 4b  putative	<input id="checkbox_Tb927.8.8350" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.8350">
Tb927.4.3060	hypothetical protein  conserved	<input id="checkbox_Tb927.4.3060" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.3060">
Tb927.10.13530	hypothetical protein	<input id="checkbox_Tb927.10.13530" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.13530">
Tb927.10.2860	POC1 centriolar protein homolog	<input id="checkbox_Tb927.10.2860" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.2860">
Tb927.10.4490	hypothetical protein  conserved	<input id="checkbox_Tb927.10.4490" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.4490">
Tb10.v4.0178	variant surface glycoprotein (VSG  atypical)  putative	<input id="checkbox_Tb10.v4.0178" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb10.v4.0178">
Tb927.9.4900	condensin subunit 1  putative	<input id="checkbox_Tb927.9.4900" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.4900">
Tb927.9.15770	hypothetical protein  conserved	<input id="checkbox_Tb927.9.15770" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.15770">
Tb927.10.2320	Nucleoporin NUP41	<input id="checkbox_Tb927.10.2320" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.2320">
Tb927.9.12070	hypothetical protein  conserved	<input id="checkbox_Tb927.9.12070" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.12070">
Tb927.8.5430	Snf7  putative	<input id="checkbox_Tb927.8.5430" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.5430">
Tb927.3.3890	hypothetical protein  conserved	<input id="checkbox_Tb927.3.3890" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.3890">
Tb927.10.7400	predicted zinc finger protein	<input id="checkbox_Tb927.10.7400" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.7400">
Tb11.v5.0685	hypothetical protein  conserved	<input id="checkbox_Tb11.v5.0685" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0685">
Tb927.5.1650	CMGC/DYRK protein kinase  putative	<input id="checkbox_Tb927.5.1650" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.1650">
Tb11.v5.0381	hypothetical protein  conserved	<input id="checkbox_Tb11.v5.0381" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0381">
Tb927.3.2477	hypothetical protein	<input id="checkbox_Tb927.3.2477" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.2477">
Tb11.v5.0534	protein kinase  putative	<input id="checkbox_Tb11.v5.0534" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0534">
Tb927.10.1970	CHAT domain containing protein  putative	<input id="checkbox_Tb927.10.1970" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.1970">
Tb927.10.14180	protein transport protein SEC13	<input id="checkbox_Tb927.10.14180" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.14180">
Tb927.11.6140	40S ribosomal protein S15A  putative	<input id="checkbox_Tb927.11.6140" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.6140">
Tb11.v5.0270	nucleoside hydrolase  putative	<input id="checkbox_Tb11.v5.0270" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0270">
Tb08.27P2.230	variant surface glycoprotein  degenerate	<input id="checkbox_Tb08.27P2.230" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb08.27P2.230">
Tb927.3.5600	hypothetical protein  conserved	<input id="checkbox_Tb927.3.5600" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.5600">
Tb927.6.1520	Aquaglyceroporin 1	<input id="checkbox_Tb927.6.1520" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.1520">
Tb927.4.890	small nuclear ribonucleoprotein sm d3	<input id="checkbox_Tb927.4.890" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.890">
Tb927.10.4010	hypothetical protein  conserved	<input id="checkbox_Tb927.10.4010" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.4010">
Tb927.9.9210	60S ribosomal protein L37  putative	<input id="checkbox_Tb927.9.9210" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.9210">
Tb927.5.4080	hypothetical protein  conserved	<input id="checkbox_Tb927.5.4080" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.4080">
Tb927.9.17730	hypothetical protein	<input id="checkbox_Tb927.9.17730" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.17730">
Tb927.11.1840	hypothetical protein  conserved	<input id="checkbox_Tb927.11.1840" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.1840">
Tb927.11.3530	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit  putative	<input id="checkbox_Tb927.11.3530" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.3530">
Tb927.10.11950	hypothetical protein  conserved	<input id="checkbox_Tb927.10.11950" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.11950">
Tb927.11.690	hypothetical protein  conserved	<input id="checkbox_Tb927.11.690" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.690">
Tb927.10.14200	syntaxin 5	<input id="checkbox_Tb927.10.14200" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.14200">
Tb927.6.130	hypothetical leucine-rich repeat protein 1 (LRRP1)	<input id="checkbox_Tb927.6.130" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.130">
Tb927.1.1760	hypothetical transmembrane protein	<input id="checkbox_Tb927.1.1760" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.1760">
Tb927.11.19130	variant surface glycoprotein (VSG)  putative	<input id="checkbox_Tb927.11.19130" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.19130">
Tb927.10.5010	Elongation factor G1  mitochondrial  putative	<input id="checkbox_Tb927.10.5010" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.5010">
Tb927.3.3480	U2 small nuclear ribonucleoprotein B  putative	<input id="checkbox_Tb927.3.3480" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.3480">
Tb927.1.3400	hypothetical protein  conserved	<input id="checkbox_Tb927.1.3400" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.3400">
Tb927.2.3660	paraflagellar rod component  putative	<input id="checkbox_Tb927.2.3660" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.3660">
Tb927.10.15750	Tripartite attachment complex protein 197	<input id="checkbox_Tb927.10.15750" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.15750">
Tb927.11.4140	hypothetical protein  conserved	<input id="checkbox_Tb927.11.4140" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.4140">
Tb927.5.2530	RNA cytidine acetyltransferase	<input id="checkbox_Tb927.5.2530" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.2530">
Tb10.v4.0109	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb10.v4.0109" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb10.v4.0109">
Tb927.11.480	small GTP-binding protein domain containing protein  putative	<input id="checkbox_Tb927.11.480" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.480">
Tb927.4.1100	ribosomal protein L21E (60S)  putative	<input id="checkbox_Tb927.4.1100" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.1100">
Tb927.6.910	SET domain containing protein  putative	<input id="checkbox_Tb927.6.910" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.910">
Tb927.6.100	receptor-type adenylate cyclase GRESAG 4  pseudogene  putative	<input id="checkbox_Tb927.6.100" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.100">
Tb927.11.5630	hypothetical protein  conserved	<input id="checkbox_Tb927.11.5630" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.5630">
Tb927.4.5130	KH domain/Domain of unknown function (DUF1771)/Smr domain containing protein  putative	<input id="checkbox_Tb927.4.5130" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.5130">
Tb927.4.4460	adenylyl cyclase	<input id="checkbox_Tb927.4.4460" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.4460">
Tb927.3.5440	SNF2 DNA repair protein  putative	<input id="checkbox_Tb927.3.5440" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.5440">
Tb927.2.470	retrotransposon hot spot protein 4 (RHS4)  putative	<input id="checkbox_Tb927.2.470" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.470">
Tb927.8.1720	phosphatidylglycerolphosphate synthase  mitochondrial	<input id="checkbox_Tb927.8.1720" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.1720">
Tb09.v4.0041	leucine-rich repeat protein (LRRP)  fragment	<input id="checkbox_Tb09.v4.0041" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0041">
Tb927.10.9530	hypothetical protein	<input id="checkbox_Tb927.10.9530" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.9530">
Tb927.7.3110	transporter protein  putative	<input id="checkbox_Tb927.7.3110" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.3110">
Tb927.6.1990	hypothetical protein  conserved	<input id="checkbox_Tb927.6.1990" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.1990">
Tb927.8.2360	mediator of rna polymerase ii transcription subunit 4	<input id="checkbox_Tb927.8.2360" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.2360">
Tb11.v5.0327	variant surface protein  putative	<input id="checkbox_Tb11.v5.0327" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0327">
Tb927.3.1600	Mitochondrial import inner membrane translocase subunit 10	<input id="checkbox_Tb927.3.1600" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.1600">
Tb927.11.8470	zinc finger protein family member  putative	<input id="checkbox_Tb927.11.8470" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.8470">
Tb927.4.5470	variant surface glycoprotein  degenerate	<input id="checkbox_Tb927.4.5470" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.5470">
Tb927.5.4810	variant surface glycoprotein (VSG  atypical)  putative	<input id="checkbox_Tb927.5.4810" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.4810">
Tb927.8.8090	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase  putative	<input id="checkbox_Tb927.8.8090" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.8090">
Tb927.2.4380	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit  putative	<input id="checkbox_Tb927.2.4380" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.4380">
Tb927.4.5020	DNA-directed RNA polymerase II subunit RPB1	<input id="checkbox_Tb927.4.5020" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.5020">
Tb927.6.3570	tubulin-tyrosine ligase-like protein  conserved	<input id="checkbox_Tb927.6.3570" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.3570">
Tb08.27P2.330	expression site-associated gene 3 (ESAG3)  degenerate	<input id="checkbox_Tb08.27P2.330" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb08.27P2.330">
Tb927.3.2380	hypothetical protein  conserved	<input id="checkbox_Tb927.3.2380" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.2380">
Tb927.8.1310	mitochondrial carrier protein	<input id="checkbox_Tb927.8.1310" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.1310">
Tb927.1.3560	Centrosomal protein of 164 kDa  putative	<input id="checkbox_Tb927.1.3560" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.3560">
Tb11.v5.0235	hypothetical protein  conserved	<input id="checkbox_Tb11.v5.0235" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0235">
Tb927.5.5000	variant surface glycoprotein  degenerate	<input id="checkbox_Tb927.5.5000" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.5000">
Tb927.11.19790	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.11.19790" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.19790">
Tb927.11.19190	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.11.19190" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.19190">
Tb927.8.2930	ER degradation-enhancing alpha-mannosidase-like protein 3  putative	<input id="checkbox_Tb927.8.2930" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.2930">
Tb09.v4.0048	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb09.v4.0048" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0048">
Tb927.3.4690	DTW domain containing protein  putative	<input id="checkbox_Tb927.3.4690" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.4690">
Tb927.11.8960	hypothetical protein  conserved	<input id="checkbox_Tb927.11.8960" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.8960">
Tb927.11.11260	hypothetical protein  conserved	<input id="checkbox_Tb927.11.11260" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.11260">
Tb927.9.9230	hypothetical protein  conserved	<input id="checkbox_Tb927.9.9230" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.9230">
Tb927.10.6630	ATP-dependent RNA helicase DBP2A  putative	<input id="checkbox_Tb927.10.6630" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.6630">
Tb927.5.287b	galactokinase (pseudogene)	<input id="checkbox_Tb927.5.287b" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.287b">
Tb927.11.19110	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.11.19110" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.19110">
Tb927.4.2340	hypothetical protein  conserved	<input id="checkbox_Tb927.4.2340" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.2340">
Tb927.7.5750	Anaphase promoting complex-associated Protein AP2	<input id="checkbox_Tb927.7.5750" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.5750">
Tb927.9.10310	mitochondrial carrier protein 11	<input id="checkbox_Tb927.9.10310" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.10310">
Tb927.10.10150	hypothetical protein  conserved	<input id="checkbox_Tb927.10.10150" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.10150">
Tb10.v4.0098	variant surface glycoprotein (VSG  pseudogene)  putative /product	<input id="checkbox_Tb10.v4.0098" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb10.v4.0098">
Tb08.27P2.270	variant surface glycoprotein  frameshift	<input id="checkbox_Tb08.27P2.270" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb08.27P2.270">
Tb927.11.3970	hypothetical protein  conserved	<input id="checkbox_Tb927.11.3970" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.3970">
Tb927.5.1560	ATP-dependent DEAD/H RNA helicase  putative	<input id="checkbox_Tb927.5.1560" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.1560">
Tb927.8.5110	hypothetical protein  conserved	<input id="checkbox_Tb927.8.5110" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.5110">
Tb11.1470	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb11.1470" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.1470">
Tb927.3.3880	hypothetical protein  conserved	<input id="checkbox_Tb927.3.3880" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.3880">
Tb09.v4.0026	variant surface glycoprotein (VSG)  putative	<input id="checkbox_Tb09.v4.0026" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0026">
Tb927.9.10820	hypothetical protein  conserved	<input id="checkbox_Tb927.9.10820" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.10820">
Tb927.10.960	U4/U6-specific protein PRP4	<input id="checkbox_Tb927.10.960" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.960">
Tb927.10.15210	nuclear cap binding complex subunit CBP30	<input id="checkbox_Tb927.10.15210" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.15210">
